Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
116,DeMar DeRozan\derozde01,SF,30,SAS,22,22,34,8.4,16.3,0.514,0.1,0.4,0.222,8.3,15.9,0.521,0.517,4.9,6,0.817,0.5,5,5.5,4.7,0.9,0.5,2.5,2.9,21.7
117,Cheick Diallo\diallch01,C,23,PHO,14,0,10.3,2.6,3.4,0.787,0.1,0.1,1,2.6,3.3,0.783,0.798,0.8,0.9,0.846,0.8,2.1,2.9,0.5,0.1,0.3,0.5,0.9,6.1
118,Hamidou Diallo\diallha01,SF,21,OKC,12,1,21.3,3.8,7.7,0.5,0.2,1.1,0.154,3.7,6.6,0.557,0.511,0.9,1.5,0.611,1.2,2.7,3.8,0.8,1.5,0.3,1.2,2.4,8.8
119,Gorgui Dieng\dienggo01,C,30,MIN,16,2,12.5,1.9,4.3,0.449,0.5,1.5,0.333,1.4,2.8,0.511,0.507,0.8,1,0.75,0.9,3.3,4.3,1.2,0.7,1.1,0.6,1.4,5.1
120,Spencer Dinwiddie\dinwisp01,SG,26,BRK,21,10,29.4,6.8,16,0.424,1.9,6,0.315,4.9,9.9,0.49,0.484,5.4,6.2,0.863,0.2,2.7,2.9,5.8,0.9,0.5,2.7,3.5,20.8
121,Donte DiVincenzo\divindo01,SG,23,MIL,19,10,20.9,3.3,7.6,0.428,1.3,3.8,0.347,1.9,3.8,0.507,0.514,0.7,1.1,0.7,0.8,3.4,4.3,1.6,1.4,0.2,1.1,1.7,8.6
122,Luka Dončić\doncilu01,PG,20,DAL,21,21,33.7,9.7,20.3,0.478,3.1,9.5,0.327,6.6,10.9,0.61,0.554,7.8,9.5,0.815,1.5,8.7,10.1,9.2,1.4,0.1,4.6,2.4,30.3
123,Damyean Dotson\dotsoda01,SG,25,NYK,17,0,16.4,2.3,5.6,0.411,0.9,3.1,0.302,1.4,2.5,0.548,0.495,0.6,0.8,0.769,0.1,1.5,1.6,1.1,0.5,0.2,0.6,0.9,6.1
124,Sekou Doumbouya\doumbse01,SF,19,DET,4,0,2.8,0.8,1.5,0.5,0,0.3,0,0.8,1.3,0.6,0.5,0,0.3,0,0,0.5,0.5,0,0,0,0,0.8,1.5
125,Goran Dragić\dragigo01,PG,33,MIA,18,1,28.7,5.4,11.6,0.466,2.2,5.3,0.406,3.2,6.2,0.518,0.56,3,4.2,0.711,0.3,2.9,3.2,5,0.7,0.2,2.6,1.8,15.9
126,Andre Drummond\drumman01,C,26,DET,22,22,33.9,7.4,13.5,0.545,0,0.5,0,7.4,13,0.566,0.545,2.6,4.2,0.613,4.6,12.1,16.8,3.2,1.7,2,3.9,3.8,17.3
127,Jared Dudley\dudleja01,SF,34,LAL,13,0,7.2,0.4,0.8,0.455,0.4,0.6,0.625,0,0.2,0,0.682,0.2,0.2,1,0.1,0.6,0.7,0.7,0.4,0.1,0.2,0.6,1.3
128,Kris Dunn\dunnkr01,PG,25,CHI,22,3,21.1,2.8,6.5,0.427,0.4,2.1,0.191,2.4,4.4,0.542,0.458,0.4,0.6,0.692,0.5,2.6,3.1,3.1,1.9,0.3,1,3.4,6.4
129,Carsen Edwards\edwarca01,SG,21,BOS,18,0,11.7,1.3,4.3,0.308,0.8,2.6,0.319,0.5,1.7,0.29,0.404,0.6,0.7,0.846,0.3,1.5,1.8,0.9,0.4,0.1,0.5,1.1,4.1
130,Henry Ellenson\ellenhe01,PF,23,BRK,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
131,Wayne Ellington\ellinwa01,SG,32,NYK,17,1,14.5,1.5,4.6,0.321,1.2,4,0.309,0.2,0.6,0.4,0.455,0.2,0.4,0.667,0.1,1.6,1.6,0.9,0.1,0.1,0.6,1.2,4.4
132,Joel Embiid\embiijo01,C,25,PHI,17,17,30.1,7.2,15.9,0.454,1.2,3.8,0.313,6.1,12.2,0.498,0.491,6.8,8.3,0.816,2.6,9.6,12.2,2.9,0.9,1.4,2.9,3.5,22.4
133,James Ennis\ennisja01,SF,29,PHI,21,0,17.2,2.6,5.1,0.505,1,2.2,0.426,1.6,2.9,0.567,0.598,1.4,1.8,0.763,1.2,2.3,3.5,0.8,0.6,0.3,0.7,1.9,7.5
134,Drew Eubanks\eubandr01,PF,22,SAS,4,0,7.8,1.3,2.5,0.5,0,0,,1.3,2.5,0.5,0.5,0.3,0.3,1,1.3,2,3.3,0.5,0,0.3,1,1,2.8
135,Jacob Evans\evansja02,SG,22,GSW,3,0,14.3,1.7,4,0.417,1.3,2.7,0.5,0.3,1.3,0.25,0.583,1.3,1.3,1,0.3,1.3,1.7,0.7,0,0,0.3,0.7,6
136,Dante Exum\exumda01,SG,24,UTA,9,0,8,0.9,1.9,0.471,0.2,0.4,0.5,0.7,1.4,0.462,0.529,0.2,0.2,1,0.3,0.7,1,0.6,0.1,0.2,0.9,0.8,2.2
137,Tacko Fall\fallta01,C,24,BOS,1,0,4,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,0,3,3,0,0,0,1,2,4
138,Derrick Favors\favorde01,C,28,NOP,9,7,21,4,6.4,0.621,0.1,0.2,0.5,3.9,6.2,0.625,0.629,0.2,0.7,0.333,3.4,5.4,8.9,2.1,0.6,0.4,1.6,2.3,8.3
139,Terrance Ferguson\fergute01,SF,21,OKC,19,19,26.2,2.1,4.8,0.424,1.2,3.4,0.354,0.8,1.4,0.593,0.549,0.4,0.5,0.778,0.6,1.3,1.9,1,0.5,0.3,0.7,3,5.7
140,Bruno Fernando\fernabr01,C,21,ATL,22,0,12.3,1.8,3.2,0.549,0.2,0.6,0.286,1.6,2.6,0.614,0.577,0.6,1,0.591,1.2,1.6,2.8,1.1,0.2,0.4,1,1.6,4.3
141,Yogi Ferrell\ferreyo01,PG,26,SAC,16,0,13.1,1.9,4.2,0.448,0.5,1.4,0.348,1.4,2.8,0.5,0.507,1.1,1.3,0.85,0.3,1.3,1.5,1.7,0.4,0.1,0.8,0.9,5.3
142,Dorian Finney-Smith\finnedo01,PF,26,DAL,21,18,26.8,3.1,6.7,0.461,1.1,3.5,0.311,2,3.2,0.627,0.543,1.1,1.6,0.706,1.8,3.1,5,1,0.6,0.4,1,2,8.4
143,Bryn Forbes\forbebr01,SG,26,SAS,22,22,27.3,4.6,11,0.416,2.5,6.7,0.365,2.1,4.3,0.495,0.527,1.4,1.7,0.838,0.3,2.2,2.5,2,0.5,0,0.7,2,13
144,Evan Fournier\fournev01,SG,27,ORL,21,21,30.8,7,14.1,0.492,2.8,6.2,0.446,4.2,8,0.527,0.589,3.1,3.7,0.846,0.2,2.8,3,3.3,1,0.1,2.1,2.2,19.8
145,De'Aaron Fox\foxde01,PG,22,SAC,9,9,32,6.1,14.2,0.43,1.1,3.3,0.333,5,10.9,0.459,0.469,4.9,6.9,0.71,0.6,3.4,4,7,0.8,0.6,4.1,3,18.2
146,Melvin Frazier\frazime01,SG,23,ORL,4,0,2.8,0.3,1.5,0.167,0,0.3,0,0.3,1.3,0.2,0.167,0,0,,0.3,0,0.3,0.3,0,0,0,0.3,0.5
147,Tim Frazier\fraziti01,PG,29,DET,13,4,10.6,0.8,3.3,0.233,0.2,1.1,0.214,0.5,2.2,0.241,0.267,0.8,1.1,0.786,0.3,0.7,1,2.9,0.6,0.2,0.9,1.4,2.6
148,Markelle Fultz\fultzma01,PG,21,ORL,21,16,25.5,5,10.1,0.498,0.4,1.8,0.216,4.7,8.4,0.557,0.516,1.7,2.1,0.778,0.5,2,2.5,4,1.3,0.2,1.8,2.1,12.1
149,Wenyen Gabriel\gabriwe01,PF,22,SAC,7,0,6.7,0.7,2.3,0.313,0.1,1.1,0.125,0.6,1.1,0.5,0.344,0.7,1.3,0.556,0.6,0.6,1.1,0.4,0.3,0.3,0.4,0.9,2.3
150,Daniel Gafford\gaffoda01,C,21,CHI,13,0,10.3,1.7,2.4,0.71,0,0,,1.7,2.4,0.71,0.71,0.8,1.6,0.476,0.9,0.8,1.8,0.1,0,0.8,0.1,1.4,4.2
151,Danilo Gallinari\gallida01,PF,31,OKC,20,20,30,5.6,12.5,0.45,2.9,6.6,0.432,2.8,5.9,0.47,0.564,4.4,4.8,0.917,0.6,5.1,5.6,2.2,0.6,0.1,1.3,1.6,18.5
152,Langston Galloway\gallola01,SG,28,DET,22,6,27.9,4,8.9,0.451,2.5,5.8,0.441,1.5,3.1,0.471,0.595,2,2.3,0.9,0.4,1.8,2.1,1.6,0.6,0.3,0.8,1.2,12.6
153,Darius Garland\garlada01,PG,20,CLE,20,20,28.2,4.1,10.7,0.379,1.6,4.3,0.372,2.5,6.4,0.383,0.453,1.1,1.3,0.84,0.2,1.3,1.5,3,0.8,0,2.6,1.3,10.8
154,Marc Gasol\gasolma01,C,35,TOR,20,20,28.7,2.2,6.4,0.339,1.3,3.4,0.368,0.9,3,0.305,0.437,1,1.2,0.792,0.7,5.7,6.4,3.4,0.5,1,1.3,3.3,6.5
155,Rudy Gay\gayru01,PF,33,SAS,22,3,23.2,4.2,9.1,0.46,0.9,3.2,0.271,3.3,5.9,0.562,0.508,2.2,2.5,0.889,1.3,4.6,5.9,1.9,0.4,0.6,1.6,1.5,11.4
156,Paul George\georgpa01,SF,29,LAC,11,11,29.5,7.5,16.6,0.448,4,9.5,0.423,3.5,7.2,0.481,0.568,4.6,5,0.927,0.5,5.5,6.1,3.5,1.3,0.4,3.5,2.2,23.5
157,Taj Gibson\gibsota01,C,34,NYK,19,13,16.4,2.5,4.8,0.516,0.1,0.4,0.25,2.4,4.4,0.542,0.527,0.5,0.8,0.6,2.1,2.5,4.6,1.1,0.7,0.2,0.7,2.3,5.5
158,Harry Giles\gilesha01,PF,21,SAC,7,0,7.4,1.6,3.6,0.44,0,0,,1.6,3.6,0.44,0.44,0.3,0.3,1,0.4,0.6,1,0.7,0.3,0.4,0.7,1.9,3.4
159,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,20,20,34.4,6.8,15.7,0.433,1.5,4.3,0.341,5.4,11.5,0.467,0.479,3.1,3.9,0.782,0.8,4.2,5,3.1,1,0.5,2.2,1.8,18.1
160,Rudy Gobert\goberru01,C,27,UTA,20,20,34.1,5.2,8,0.654,0,0,,5.2,8,0.654,0.654,3.6,5.8,0.612,3.4,10.1,13.5,1.2,0.9,2,2.2,3.2,14
161,Brandon Goodwin\goodwbr01,PG,24,ATL,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,1,0.5,0
162,Aaron Gordon\gordoaa01,PF,24,ORL,18,18,30.7,5.1,11.7,0.431,1.3,4,0.333,3.7,7.7,0.482,0.488,2.4,3.4,0.705,1.5,5.1,6.6,2.9,0.7,0.4,1.3,2.2,13.8
163,Eric Gordon\gordoer01,SG,31,HOU,9,2,29.4,3.8,12.2,0.309,2.3,8.2,0.284,1.4,4,0.361,0.405,1,1.6,0.643,0.3,1.6,1.9,0.8,0.6,0.2,1.3,2.3,10.9
164,Devonte' Graham\grahade01,PG,24,CHO,23,13,33.6,6.1,14.9,0.411,3.6,8.6,0.414,2.6,6.3,0.407,0.531,2.9,3.5,0.815,1,2.7,3.7,7.7,0.6,0.2,3.1,1.7,18.7
165,Treveon Graham\grahatr01,SG,26,MIN,19,17,23.7,2.4,6.8,0.346,0.6,3.1,0.203,1.7,3.7,0.465,0.392,0.9,1.2,0.818,1.1,2.7,3.7,1.2,0.7,0.1,0.6,2.4,6.3
166,Jerami Grant\grantje01,PF,25,DEN,18,0,22.2,3.4,7.8,0.44,1,3.2,0.316,2.4,4.7,0.524,0.504,1.2,1.9,0.629,0.6,2.9,3.6,1.1,0.3,0.6,0.7,1.7,9.1
167,Josh Gray\grayjo01,PG,26,NOP,2,0,11.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0.5,0.5,1,1,0,0,2.5,0.5,1
168,Danny Green\greenda02,SG,32,LAL,22,22,25.5,3,7,0.426,1.9,5,0.385,1.1,2.1,0.522,0.561,0.4,0.5,0.727,0.7,2.9,3.5,1.2,1.3,0.5,1,2.4,8.3
169,Draymond Green\greendr01,PF,29,GSW,14,14,27.6,3.1,7.6,0.402,0.7,2.6,0.278,2.4,5.1,0.465,0.449,1.4,1.9,0.741,0.4,5.9,6.3,5.6,1.4,0.5,2.1,2.6,8.3
170,JaMychal Green\greenja01,PF,29,LAC,21,0,22.1,2.6,6.3,0.417,1.6,4.2,0.382,1,2,0.488,0.545,0.9,1,0.857,1.4,5.5,6.9,0.5,0.6,0.3,1,2.5,7.7
171,Javonte Green\greenja02,SF,26,BOS,14,0,6.5,1.2,2.2,0.548,0.2,0.7,0.3,1,1.5,0.667,0.597,0.1,0.4,0.4,0.2,0.8,1,0.3,0.3,0,0.2,0.8,2.8
172,Jeff Green\greenje02,PF,33,UTA,22,2,19,2.5,6.5,0.375,1.1,3.6,0.316,1.3,3,0.446,0.462,2,2.5,0.796,0.4,2.5,2.9,0.6,0.5,0.5,1.1,1.8,8
173,Blake Griffin\griffbl01,PF,30,DET,10,10,28.6,6.1,14.7,0.415,1.9,6.1,0.311,4.2,8.6,0.488,0.48,4.7,5.9,0.797,1.2,4,5.2,3.3,0.2,0.3,2.7,1.6,18.8
174,Marko Guduric\gudurma01,SG,24,MEM,21,0,15.1,2,5.1,0.38,0.8,2.5,0.302,1.2,2.6,0.455,0.454,0.6,0.6,1,0.5,1.5,2,1.5,0.3,0.2,1.1,1,5.2
175,Rui Hachimura\hachiru01,PF,21,WAS,19,19,28,5.8,11.9,0.487,0.4,2,0.211,5.4,9.9,0.543,0.504,1.4,1.7,0.844,1.5,4.1,5.6,1.7,0.7,0.2,0.8,2.2,13.4
176,Devon Hall\hallde01,SG,24,OKC,2,0,7.5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,1.5,2,0.75,0,0.5,0.5,1,0,0,0.5,0.5,2.5
177,Tim Hardaway\hardati02,SG,27,DAL,21,8,24.5,4.2,10.2,0.409,2.2,6.2,0.354,2,4,0.494,0.516,1.8,2.2,0.809,0.3,1.9,2.1,1.7,0.6,0.1,0.6,1.9,12.4
178,James Harden\hardeja01,SG,30,HOU,20,20,37.4,10.8,24.8,0.433,4.9,14.3,0.344,5.9,10.6,0.555,0.532,13.1,14.9,0.876,1,5.1,6.1,7.8,1.8,0.5,5.2,3.2,39.5
179,Maurice Harkless\harklma01,SF,26,LAC,22,12,22.1,2.2,4.5,0.5,0.5,1.4,0.367,1.7,3.1,0.559,0.556,0.5,1,0.5,0.9,2,2.9,1.1,1,0.8,0.9,3,5.5
180,Jared Harper\harpeja01,PG,22,PHO,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
181,Montrezl Harrell\harremo01,C,26,LAC,22,2,29.7,8,13.2,0.601,0,0.4,0,8,12.9,0.618,0.601,3.2,5.1,0.619,3,5,8,2.2,0.9,1.2,1.8,2.2,19.1
182,Gary Harris\harriga01,SG,25,DEN,18,18,32.3,4.2,10.1,0.414,1.4,4.2,0.347,2.7,5.9,0.462,0.486,1.2,1.6,0.759,0.6,2.6,3.2,1.7,1.3,0.3,0.9,2.2,11
183,Joe Harris\harrijo01,SF,28,BRK,21,21,31.7,5.5,11.4,0.481,2.8,6.3,0.439,2.7,5.1,0.533,0.603,0.8,1,0.773,0.9,3,3.9,1.9,0.8,0.4,1.4,2.5,14.5
184,Tobias Harris\harrito02,PF,27,PHI,21,21,34.2,7.3,14.9,0.489,1.2,4.2,0.295,6,10.7,0.564,0.53,2.6,3.4,0.775,0.7,6.5,7.2,3.1,1,0.8,2.1,3,18.4
185,Shaquille Harrison\harrish01,SF,26,CHI,12,4,9.8,1.4,3.6,0.395,0.3,0.8,0.333,1.2,2.8,0.412,0.43,0.7,1.2,0.571,0.4,1.8,2.3,1.4,0.4,0.3,0.4,1.2,3.8
186,Josh Hart\hartjo01,SF,24,NOP,14,4,28.1,3.9,8.8,0.447,2.3,5.9,0.386,1.6,2.9,0.575,0.577,1.8,2.3,0.781,1.2,5.4,6.6,1.4,1.2,0.4,1.4,2.8,11.9
187,Isaiah Hartenstein\harteis01,C,21,HOU,7,0,13.4,1.6,2.1,0.733,0,0.1,0,1.6,2,0.786,0.733,1.3,1.6,0.818,1.1,2.4,3.6,0.6,0.3,0.6,0.9,2.1,4.4
188,Udonis Haslem\hasleud01,PF,39,MIA,2,0,5.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,1.5,2,0.75,0,1.5,1.5,0,0,0,0,1.5,2.5
189,Jaxson Hayes\hayesja02,C,19,NOP,18,8,20.2,3.3,5.3,0.615,0,0.1,0,3.3,5.2,0.628,0.615,1.7,2.7,0.633,1.9,2.7,4.6,0.7,0.8,0.9,0.9,3.1,8.3
190,Gordon Hayward\haywago01,SF,29,BOS,8,8,31.1,7.6,13.8,0.555,1.6,3.8,0.433,6,10,0.6,0.614,2,2.4,0.842,0.8,6.4,7.1,4.1,0.8,0.3,1.9,1.9,18.9
191,John Henson\hensojo01,PF,29,CLE,2,0,11,1,2.5,0.4,0,1,0,1,1.5,0.667,0.4,0.5,3,0.167,1,1.5,2.5,1,1.5,1.5,1,0.5,2.5
192,Dewan Hernandez\hernade01,C,23,TOR,3,0,3,0.3,1.7,0.2,0,0.3,0,0.3,1.3,0.25,0.2,0.7,0.7,1,0.7,1.7,2.3,0,0.3,0,0.3,1.7,1.3
193,Juan Hernangómez\hernaju01,PF,24,DEN,11,0,12.9,1.3,2.9,0.438,0.6,1.8,0.35,0.6,1.1,0.583,0.547,0.3,0.6,0.429,0.5,1.9,2.5,0.6,0.1,0.3,0.6,0.7,3.5
194,Willy Hernangómez\hernawi01,C,25,CHO,7,0,8.1,1.3,2.9,0.45,0.3,0.7,0.4,1,2.1,0.467,0.5,0.6,1.1,0.5,1.3,1.7,3,0.3,0.1,0.4,0.7,0.6,3.4
195,Tyler Herro\herroty01,SG,20,MIA,20,3,28.2,4.9,11.1,0.439,2,5.1,0.392,2.9,6,0.479,0.529,1.9,2.3,0.822,0.3,3.5,3.8,2,0.7,0.2,2.1,1.5,13.6
196,Mario Hezonja\hezonma01,PF,24,POR,19,4,17.7,1.6,4.5,0.36,0.5,1.5,0.345,1.1,3,0.368,0.419,1,1.2,0.826,0.6,3.9,4.5,1.1,0.6,0.1,0.9,2.2,4.8
197,Buddy Hield\hieldbu01,SG,27,SAC,20,20,34.1,7.5,18.1,0.412,3.8,10.5,0.359,3.7,7.7,0.484,0.515,2.3,2.7,0.849,0.9,3.9,4.8,2.7,0.9,0.4,2.7,2.6,20.9
198,George Hill\hillge01,PG,33,MIL,20,0,21.4,3.3,6.3,0.528,1.6,3.1,0.525,1.7,3.2,0.531,0.656,1.4,1.7,0.824,1,2,3,3.2,0.7,0.1,0.8,1.6,9.6
199,Solomon Hill\hillso01,SF,28,MEM,19,1,19.4,2.3,5.3,0.436,1.2,2.9,0.411,1.1,2.4,0.467,0.55,0.5,0.8,0.625,0.6,2.7,3.3,1.8,0.9,0.1,0.8,1.7,6.4
200,Jaylen Hoard\hoardja01,SF,20,POR,3,0,3.7,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0,0,,0.3,1,1.3,0.3,0.3,0,0,0.3,0.7
201,Aaron Holiday\holidaa01,PG,23,IND,19,8,21.3,3.4,8.7,0.394,1.5,3.8,0.384,1.9,4.8,0.402,0.479,0.5,0.5,0.9,0.5,2.1,2.6,2.8,0.9,0.1,1.4,1.6,8.8
202,Jrue Holiday\holidjr01,SG,29,NOP,19,19,36.2,7.7,17.4,0.441,1.8,5.3,0.347,5.8,12.1,0.483,0.494,2.1,2.8,0.741,1.2,3.7,4.9,6.9,1.9,0.8,3.3,2.5,19.3
203,Justin Holiday\holidju01,SG,30,IND,21,2,25.4,2.8,6.6,0.428,1.7,4.1,0.407,1.1,2.5,0.462,0.554,0.9,1.1,0.826,0.4,3.4,3.8,1.6,1,0.6,0.6,1.8,8.2
204,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,13,0,22,3.8,6.5,0.576,0,0.2,0,3.8,6.4,0.59,0.576,1.8,2.6,0.706,2.7,3.3,6,1.7,0.8,0.4,1.2,1.9,9.4
205,Richaun Holmes\holmeri01,C,26,SAC,20,16,28,5.3,7.9,0.669,0,0,,5.3,7.9,0.669,0.669,1.9,2.4,0.771,2.7,5.7,8.4,0.9,0.8,1.4,1,4.2,12.4
206,Rodney Hood\hoodro01,SF,27,POR,20,20,30.5,4.4,8.6,0.509,1.8,3.6,0.493,2.6,5,0.52,0.611,1.1,1.4,0.778,0.5,3,3.5,1.6,0.8,0.2,1,2.3,11.5
207,Al Horford\horfoal01,C,33,PHI,19,19,31.4,5.9,12.2,0.483,1.5,3.9,0.373,4.4,8.3,0.535,0.543,1.3,1.8,0.686,1.9,5.1,7.1,4.1,1,1,1.2,2.2,14.5
208,Danuel House\houseda01,SF,26,HOU,14,13,29.7,3.9,8.3,0.474,2.6,5.8,0.444,1.4,2.5,0.543,0.629,1.9,2.4,0.794,1.1,3.4,4.6,1.1,1.3,0.7,0.9,2,12.4
209,Dwight Howard\howardw01,C,34,LAL,22,0,19.8,2.8,3.8,0.747,0,0.1,0.5,2.8,3.7,0.753,0.753,1.4,2.8,0.492,2.1,4.9,7,0.8,0.3,1.5,1,3.7,7
210,Kevin Huerter\huertke01,SG,21,ATL,11,3,21.9,2.9,7,0.416,1.5,4.1,0.378,1.4,2.9,0.469,0.526,1.1,1.4,0.8,0.5,2.7,3.3,2.7,0.6,0.4,1.5,2,8.5
211,De'Andre Hunter\huntede01,SF,22,ATL,21,21,31.7,4.3,11,0.396,1.7,4.7,0.364,2.6,6.2,0.42,0.474,1.8,2.3,0.792,0.5,3.6,4.1,1.7,0.6,0.2,1.8,2.6,12.2
212,Chandler Hutchison\hutchch01,SF,23,CHI,9,6,17.1,2.2,4.9,0.455,0.6,1.3,0.417,1.7,3.6,0.469,0.511,2.1,3.2,0.655,0.1,3.6,3.7,0.9,0.6,0.2,1.3,1.3,7.1
213,Serge Ibaka\ibakase01,C,30,TOR,10,0,22.6,5.3,10.6,0.5,0.9,2.4,0.375,4.4,8.2,0.537,0.542,2.3,2.8,0.821,1.1,5.4,6.5,0.9,0.6,1.1,2.2,2.6,13.8
214,Ersan İlyasova\ilyaser01,PF,32,MIL,20,0,16.1,2.5,5.2,0.476,0.7,2.5,0.286,1.8,2.7,0.648,0.544,1.2,1.5,0.828,1.3,3.5,4.7,0.6,0.5,0.3,0.3,1.7,6.8
215,Joe Ingles\inglejo01,SF,32,UTA,22,2,27.5,2.4,6.7,0.358,1.4,4.4,0.309,1,2.3,0.451,0.459,1,1.4,0.733,0.2,4,4.2,3.6,0.8,0.1,1.5,2.3,7.2
216,Brandon Ingram\ingrabr01,PF,22,NOP,17,17,34.2,9.2,18.8,0.489,2.3,5.5,0.415,6.9,13.2,0.52,0.55,4.8,5.8,0.827,0.8,6.4,7.2,4.1,0.9,1.1,2.8,2.8,25.4
217,Kyrie Irving\irvinky01,PG,27,BRK,11,11,33.8,10.2,22.9,0.444,2.8,8.3,0.341,7.4,14.6,0.503,0.506,5.4,5.7,0.937,0.9,4.5,5.4,7.2,1.1,0.5,2.4,2.9,28.5
218,Jonathan Isaac\isaacjo01,SF,22,ORL,19,19,30.8,4.8,10.7,0.453,1.2,3.7,0.324,3.6,6.9,0.523,0.51,1.7,2.2,0.786,1.8,5.4,7.3,1.5,1.4,2.7,1.6,2.3,12.6
219,Wesley Iwundu\iwundwe01,SF,25,ORL,11,3,14.6,0.9,3.2,0.286,0.1,0.8,0.111,0.8,2.4,0.346,0.3,1.4,1.6,0.833,0.4,1.7,2.1,0.8,0.5,0.3,0.4,0.8,3.3
220,Frank Jackson\jacksfr01,PG,21,NOP,19,1,15.6,2.6,6.8,0.38,1.1,3.3,0.323,1.5,3.5,0.433,0.457,1.3,1.6,0.8,0.3,1.2,1.5,1.1,0.4,0.1,1.1,1.6,7.5
221,Jaren Jackson\jacksja02,C,20,MEM,20,20,26.7,5.7,12.7,0.449,2.1,5.3,0.387,3.7,7.4,0.493,0.53,2.3,2.8,0.818,1.4,3.6,4.9,1.4,0.5,1.2,1.8,4.1,15.7
222,Justin Jackson\jacksju01,PF,24,DAL,20,0,13.4,2.4,5.1,0.475,1.2,2.6,0.442,1.3,2.5,0.51,0.589,0.5,0.6,0.818,0.5,2.1,2.6,0.4,0.2,0.1,0.2,1.1,6.4
223,Reggie Jackson\jacksre01,PG,29,DET,2,2,18,2,5.5,0.364,0.5,2.5,0.2,1.5,3,0.5,0.409,0.5,0.5,1,0.5,2,2.5,4,0,0,0.5,1,5
224,Justin James\jamesju01,SG,23,SAC,11,0,12.7,1.6,4,0.409,0.3,1.3,0.214,1.4,2.7,0.5,0.443,0.1,0.5,0.167,0.2,1.6,1.8,0.8,0.4,0.5,0.5,1,3.6
225,LeBron James\jamesle01,PG,35,LAL,22,22,34.7,9.8,19.7,0.498,1.9,5.7,0.333,7.9,14,0.565,0.546,3.8,5.5,0.7,1,6,7,10.8,1.4,0.5,3.7,1.7,25.4
226,Amile Jefferson\jeffeam01,PF,26,ORL,4,0,3,0.8,0.8,1,0,0,,0.8,0.8,1,1,0,0,,0.5,0.5,1,0.5,0,0,0.3,0.5,1.5
227,DaQuan Jeffries\jeffrda01,SG,22,SAC,2,0,5.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0,0.5,0.5,0,0,0,0.5,1
228,Ty Jerome\jeromty01,PG,22,PHO,2,0,15,2,5,0.4,0.5,1,0.5,1.5,4,0.375,0.45,0,0,,0,2,2,5.5,2.5,0,2.5,2,4.5
229,Alize Johnson\johnsal02,SF,23,IND,8,0,4.6,0.6,1.4,0.455,0,0,,0.6,1.4,0.455,0.455,0.4,0.5,0.75,0.8,0.8,1.5,0.3,0,0,0.1,0.5,1.6
